first,second,max_tag,appearances
IN,brought,VBN,1
NNP,Hanauer,NNP,1
IN,Rudolph,NNP,1
VBZ,implications,NNS,1
VBP,released,VBN,1
VBD,LME,NNP,1
NNP,inventories,NNS,1
RB,reacting,VBG,1
VBG,positively,RB,1
JJR,LME,NNP,1
PRP,perceived,VBD,1
RP,computing,NN,1
VBD,Task,NNP,1
DT,auctioneer,NN,1
NNS,wired,VBN,1
",",Task,NNP,1
``,bids,NNS,1
RB,determines,VBZ,1
WDT,machine,NN,1
RBS,quickly,RB,1
CC,sends,VBZ,1
JJ,Hewlett-Packard,NNP,1
IN,Forrester,NNP,1
IN,distributed,VBN,1
VBP,idle,JJ,1
VBP,overtaxed,VBN,1
JJR,bang,NN,1
CD,users,NNS,1
CC,Apollo,NNP,1
NNP,workstations,NNS,1
IN,Multiflow,NNP,1
NNP,differs,VBZ,1
WDT,spread,VBP,1
VBP,computing,VBG,1
VBG,tasks,NNS,1
VBN,Network,NNP,1
NNP,Computing,NNP,1
POS,Apollo,NNP,1
CC,splits,VBZ,1
",",divvying,VBG,1
BOS,Applications,NNS,1
VB,rewritten,VBN,1
IN,Task,NNP,1
``,turns,VBZ,1
CD,giant,JJ,1
POS,workstation,NN,1
TO,clobber,VB,1
NN,little,JJ,1
WRB,elephants,NNS,1
",",ants,NNS,1
",",co-owner,NN,1
IN,Pizza,NNP,1
",",Roy,NNP,1
IN,hamburger,NN,1
CC,pizza,NN,1
NNS,saturate,VB,1
VBG,desperately,RB,1
",",slashing,VBG,1
CC,stepping,VBG,1
RP,costly,JJ,1
CC,straining,VBG,1
``,used,VBD,2
",",discounting,VBG,1
IN,Charisma,NNP,1
NNP,Charisma,NNP,1
VBZ,profits,NNS,1
NNP,Konopnicki,NNP,1
DT,Safford,NNP,1
",",licensee,NN,1
NNP,Operators,NNP,1
VBD,price-skirmishing,JJ,1
POS,Taco,NNP,1
CC,Wendy,NN,1
CC,stepped,VBD,1
RP,promotions,NNS,1
RB,aggravated,VBN,1
WRB,McDonald,NN,1
VBG,coupons,NNS,1
VBN,test-marketing,JJ,1
",",two-for-one,JJ,1
VBP,99-cent,CD,1
CD,specials,NNS,1
IN,sandwiches,NNS,1
VB,fast-food,NN,1
",",occurs,VBZ,1
DT,frequency,NN,1
RP,middle,JJ,1
IN,Cormack,NNP,1
RB,prevalent,JJ,1
NNP,D'Agosto,NNP,1
IN,Panda,NN,1
POS,restaurants,NNS,1
VBZ,overbuilt,JJ,1
NN,franchisers,NNS,1
VB,managed,VBN,1
NNP,Restaurant,NNP,1
VBZ,quick-service,JJ,1
TO,"131,146",CD,1
IN,Wendy,NN,2
POS,expense,NN,1
BOS,Simply,RB,1
",",same-store,CD,2
JJ,Wendy,NN,1
VB,trailed,VBN,1
``,McDonald,VB,1
CC,McDonald,NNP,1
POS,criticized,VBN,1
RB,compute,VB,1
RBR,disclose,VB,1
JJ,McDonald,NN,1
POS,outlets,NNS,1
RB,nicely,RB,1
POS,sanguine,JJ,1
JJR,chains,NNS,1
CC,single-store,JJ,1
DT,wedge,NN,1
DT,franchisers,NNS,1
JJS,franchise,NN,1
DT,royalties,NNS,1
CC,portion,NN,1
VB,franchisers,NNS,1
BOS,Franchisees,NNS,1
POS,discounting,VBG,1
DT,franchisee,NN,1
VBZ,Lew,NNP,1
IN,Rudnick,NNP,1
CC,Wolfe,NNP,1
IN,franchise,NN,1
VBZ,courts,NNS,1
VBP,outweighed,VBN,1
PRP,resisted,VBD,1
NN,real,JJ,1
VBG,asphalt,NN,1
",",concrete,NN,1
",",rock,NN,1
BOS,Reggie,NNP,1
VBN,baseball,NN,1
PRP$,World,NNP,1
NNP,exploits,VBZ,1
TO,autograph,VB,1
VB,collectors,NNS,1
POS,canceled,VBN,1
VBG,ballplayer,NN,1
VBN,expert,NN,1
NN,autographs,NNS,1
DT,baseball-card,JJ,1
NNP,weekend,NN,1
VB,autographs,NNS,1
:,Reggie,NN,1
POS,jersey,NN,1
",",cap,NN,1
CC,cards,NNS,1
NNP,Vizas,NNP,1
NNP,Collectibles,NNP,1
WP,examined,VBD,1
-LRB-,Ty,NN,1
-RRB-,Cobbs,NNS,1
CC,awhile,RB,1
VBD,Babe,NNP,1
VBG,player,NN,1
NNS,rubs,VBZ,1
RB,stuffy,JJ,1
VBZ,Bob,NNP,1
NNP,Machon,NNP,1
IN,Papa,NN,1
IN,Menlo,NNP,1
NNP,Merola,NNP,1
VB,hot-dipped,JJ,1
IN,"600,000",CD,1
JJR,announcements,NNS,1
CC,Armco,NNP,1
NN,outpacing,VBG,1
'',contended,VBD,1
VBZ,add,VB,1
IN,transplanted,VBN,1
VBP,boosting,VBG,1
PRP$,autos,NNS,1
",",coveted,VBN,1
VBN,steelmakers,NNS,1
JJR,minimills,NNS,1
CC,reconstructed,JJ,1
DT,spun,VBD,1
IN,coated,JJ,1
CC,Kobe,NNP,1
CD,partnership,NN,1
NN,tentatively,RB,1
NNS,producing,VBG,1
DT,marks,VBZ,1
NN,greenfield,NN,1
NN,USX,NNP,1
JJ,hot-dipped,JJ,1
IN,"1,275,000",CD,1
TO,adversely,RB,1
JJ,galvanizing,VBG,1
VBN,adding,VBG,1
JJ,electrogalvanized,VBN,1
PRP,allows,VBZ,1
DT,thicker,JJR,1
JJR,coat,NN,1
IN,zinc,NN,1
BOS,ONCE,RB,1
PRP,MAKE,VB,1
VB,UP,RP,1
BOS,Dream,VB,1
DT,rundown,NN,1
NNS,permitted,VBN,1
VBZ,acceptable,JJ,1
MD,refuse,VB,1
VBN,order,NN,1
RBS,open,JJ,1
TO,abuse,VB,1
PRP,imposes,VBZ,1
CC,bid,VBD,1
JJS,Chicago,NNP,1
NNP,commodity,NN,1
IN,fellow,NN,2
DT,conspiring,VBG,1
BOS,Limit,NNP,1
:,Limit,NN,1
BOS,Suppose,VB,1
CD,risk,NN,1
CD,tick,NN,1
JJS,price,NN,1
-RRB-,beyond,IN,1
BOS,Stop,NN,2
:,Stop,VB,1
WDT,price,NN,1
``,stop-loss,NN,1
CC,limit,NN,1
:,Sell,VB,1
NN,painfully,RB,1
RB,taught,VBD,1
NNS,exactly,RB,1
WP,stop,VB,1
BOS,Stop-Limit,NNP,1
:,Stop-limit,JJ,1
NN,specified,VBN,1
:,stop-limit,JJ,1
BOS,Market-If-Touched,NNP,1
:,Market-if-touched,JJ,1
DT,buy-stop,JJ,1
BOS,Fill-Or-Kill,NNP,1
DT,fill-or-kill,JJ,1
PRP,instructs,VBZ,1
VBN,immediately,RB,1
VBZ,automatically,RB,1
BOS,Gregory,NNP,1
NNP,Bessemer,NNP,1
NNP,Championship,NNP,1
VBZ,fill-or-kill,JJ,1
VBG,options,NNS,1
RB,fill,VB,1
BOS,Not-Held,NNP,1
VBG,order,NN,1
VBZ,floor,NN,1
BOS,Not-held,JJ,1
``,disregard,VB,1
BOS,One-Cancels-The-Other,NNP,1
CD,orders,NNS,1
",",instructing,VBG,1
VBG,floor,NN,1
VB,whichever,WDT,1
PRP,prevents,VBZ,1
VBG,stuck,VBN,1
BOS,Specific-Time,NNP,1
``,market-on-close,JJ,1
'',must,MD,1
IN,determined,VBN,1
``,Stop-close-only,JJ,1
VBP,stop,NN,1
VB,active,JJ,1
VBG,minutes,NNS,1
``,Day,NN,1
'',expire,VB,1
``,good-till-canceled,JJ,1
JJS,brokers,NNS,1
VBP,day,NN,1
IN,specified,VBN,1
``,good-til-canceled,JJ,1
RB,forgetting,VBG,1
VBN,weeks,NNS,1
VBD,forgotten,VBN,1
VB,track,NN,1
WP,change,VB,1
VBN,filled,VBN,1
",",stuck,VBD,1
NNP,Angrist,NNP,1
IN,SIZING,NNP,1
NNP,UP,RP,1
``,beta,JJ,1
PRP$,limitations,NNS,1
WRB,steeply,RB,1
BOS,Cautious,JJ,1
BOS,Go,VB,1
IN,high-beta,JJ,1
JJS,payoff,NN,1
``,Beta,NN,1
NNP,Sharpe,NNP,1
NNP,emeritus,JJ,1
VBZ,risk,NN,1
",",beta,JJ,1
CC,industry-specific,JJ,1
'',risk,NN,1
RB,disappears,VBZ,1
CC,well-diversified,JJ,1
WDT,march,VB,1
JJ,precious-metals,JJ,1
RB,market-inspired,JJ,1
MD,misinterpret,VB,1
JJ,readings,NNS,1
VB,beta,JJ,1
IN,precious-metals,JJ,1
CD,edition,NN,1
PRP$,mutual-fund,JJ,1
DT,movements,NNS,1
BOS,READY,NNP,1
NNP,TO,TO,1
TO,REVIEW,NNP,1
NN,quiz,NN,1
``,risk,NN,1
NN,peril,NN,1
BOS,Pencils,NNS,1
CD,dimension,NN,1
NNP,Kochis,NNP,1
NNS,Deloitte,NNP,1
DT,hazard,NN,1
JJR,types,NNS,1
VBG,blind-sided,JJ,1
WP,sleep,VB,1
IN,babies,NNS,1
",",lulled,VBN,1
IN,visions,NNS,1
VBG,risk-free,JJ,1
NN,wears,VBZ,1
JJ,disguises,NNS,1
VB,distressingly,RB,1
VBP,supersafe,NN,1
VB,decimated,VBN,1
WDT,erodes,VBZ,1
POS,fixed-dollar,JJ,1
DT,function,NN,1
WRB,financial,JJ,1
NN,mathematically,RB,1
CC,divergence,NN,1
VBP,preoccupied,VBN,1
RB,generating,VBG,1
VB,sworn,VBN,1
DT,stomach-churning,JJ,1
RB,outperformed,VBN,1
VBN,periods,NNS,1
JJS,risk,NN,1
RB,meeting,VBG,1
WRB,evaluating,VBG,1
VB,year,NN,1
PRP,eyeball,NN,1
RB,quantified,VBN,1
CD,hypothetical,JJ,1
DT,two-income,NN,2
",",illustrate,VB,1
PRP,expose,VB,1
POS,stockholdings,NNS,1
DT,financial-planning,JJ,1
IN,BDO,NNP,1
NN,stockholdings,NNS,1
IN,reflected,VBN,1
-LRB-,Here,RB,1
VBD,accurate,JJ,1
JJ,deviations,NNS,1
NN,probability,NN,1
POS,result,NN,1
VBP,riskier,NN,1
VB,riskier,NN,2
VB,emotionally,RB,1
NNP,Cammack,NNP,1
IN,Alexandra,NNP,1
NNP,Armstrong,NNP,1
CC,reward,NN,1
VBG,darts,NN,1
NN,blindfolded,VBD,1
DT,clues,NNS,1
VBD,returns,NNS,1
MD,repeat,VB,1
VBN,permanently,RB,1
:,Retired,VBN,1
VBN,couple,NN,1
:,Two-income,NN,1
NNP,chides,VBZ,1
IN,implying,VBG,1
``,flip-flopped,JJ,1
PRP,correctly,RB,1
IN,Noriega,NN,2
PRP$,criticism,NN,1
NN,mishandling,VBG,1
PRP,meant,VBD,1
DT,Senator,NNP,1
VBP,broadening,VBG,1
PRP$,dislike,NN,1
JJ,notorious,JJ,1
NN,runners,NNS,1
DT,Castro-Medellin,NNP,1
NNP,cartel,NN,1
NN,nexus,NN,1
VBG,vote,NN,1
BOS,THROUGHOUT,IN,1
JJ,modes,NNS,1
VBN,democratized,VBN,1
IN,undue,JJ,1
IN,hurting,VBG,1
CD,bit,NN,1
VBP,risk,NN,1
VBP,incapable,JJ,1
PRP$,revolutionary,JJ,1
RB,useful,JJ,1
VBN,customary,JJ,1
VBG,chronic,NN,1
NN,prosperity,NN,1
TO,assuage,VB,1
PRP$,father-in-law,NN,1
CC,CDs,NNS,1
CC,tinkered,VBN,1
PRP$,necessary,JJ,1
BOS,Return,NN,1
BOS,Figure,NN,1
CD,demonstrates,VBZ,1
BOS,Oil-related,JJ,1
PRP,divested,VBD,1
VBD,myself,PRP,1
RB,lighting,VBG,1
NNP,trees,NNS,1
IN,Pru-Bache,NNP,1
TO,remark,VB,1
PRP$,steady,JJ,1
BOS,Disgusted,VBN,1
PRP,cast,VBD,1
PRP$,asset,NN,1
IN,hardly,RB,1
JJ,breathing,NN,1
RB,disposable,JJ,1
VBP,disposing,VBG,1
BOS,Sock,VB,1
BOS,Nonsense,NN,1
RB,living,NN,2
IN,Figure,NN,1
VBP,chosen,VBN,1
:,automotive,JJ,1
JJ,pursuits,NNS,1
:,children,NNS,1
:,gardening,VBG,1
",",bulbs,NNS,1
CC,shrubs,NNS,1
",",synthetic-leather,JJ,1
DT,interiors,NNS,1
IN,cold-weather,JJ,1
PRP$,cousin,NN,1
CC,sort,NN,1
IN,regrets,VBZ,1
VBN,wisely,RB,1
IN,discount-toy,JJ,1
WP$,worth,JJ,1
VBZ,incalculable,JJ,1
CD,subcompact,NN,1
RB,equaling,VBG,1
PRP$,sedan,NN,1
$,"22,000",CD,1
PRP,shortly,RB,1
IN,suitable,JJ,1
JJ,lawns,NNS,1
",",shrubs,NNS,1
CC,bushes,NNS,1
NNS,fitting,JJ,1
JJ,locale,NN,1
VBP,thus,RB,1
JJ,outlay,NN,1
PRP$,grounds,NNS,1
CC,lodgings,NNS,1
IN,greens,NNS,1
DT,blooming,VBG,1
VBG,enterprise,NN,1
NN,pursuits,NNS,1
VBN,perhaps,RB,1
-LRB-,Figures,NNS,1
NNS,7A,NN,1
CC,7B,NN,1
RBS,impressive,JJ,1
VBG,bodacious,JJ,1
:,given,VBN,1
IN,abatement,NN,1
TO,years,NNS,1
IN,fine,JJ,1
JJ,life-style,NN,1
JJ,widespread,JJ,1
JJS,future,JJ,1
PRP$,toy,NN,1
",",refuse,VBP,1
TO,bite,VB,1
DT,bullet,NN,1
CC,eat,VB,1
IN,insupportable,JJ,1
WRB,JAMES,NNP,1
NNP,SCHWARTZ,NNP,1
DT,lad,NN,1
IN,career,NN,1
WRB,just,RB,1
VBG,mediocre,JJ,1
IN,turquoise,NN,1
VBD,professional,JJ,1
JJ,wrestlers,NNS,1
WDT,fits,VBZ,1
WP,operates,VBZ,1
WP,likes,VBZ,1
VBP,honest,JJ,1
RB,reasonably,RB,1
CD,wag,NN,1
MD,fog,VB,1
DT,mirror,NN,1
IN,admission,NN,1
PRP,there,RB,2
-LRB-,estimates,NNS,1
TO,"450,000",CD,1
DT,anyone,NN,1
VBZ,hang,VB,1
DT,shingle,NN,1
VB,frittering,VBG,1
CC,flat-out,JJ,1
JJ,stealing,VBG,1
TO,certify,VB,1
CC,regulate,VB,1
VB,planners,NNS,1
VBP,comprehensive,JJ,1
VBP,tired,VBN,1
VBG,practitioners,NNS,1
NNS,depicted,VBN,1
VBN,collectively,RB,1
RB,dumber,JJR,1
IN,chimpanzees,NNS,1
CC,greedier,JJR,1
DT,herd,NN,1
IN,swine,NNS,1
CC,reform,NN,1
PRP$,Wild,NNP,1
DT,admittedly,RB,1
VBN,survey,NN,1
IN,NASAA,NNP,1
WP$,members,NNS,1
NN,securities-law,NN,1
``,fraud,NN,1
VBD,"22,000",CD,1
DT,rogues,NNS,1
POS,gallery,NN,1
VBN,includes,VBZ,1
DT,compulsive,JJ,1
JJ,gambler,NN,1
WP,scammed,VBD,1
POS,grandmother,NN,1
VBP,stumbling,VBG,1
IN,misdeeds,NNS,1
VBP,undetected,JJ,1
IN,unqualified,JJ,1
MD,estimate,VB,1
IN,Registered,NNP,1
``,humongous,JJ,1
'',far,RB,1
IN,crookery,NN,1
VBZ,minimum,NN,1
WP,call,VBP,1
PRP,financial,JJ,1
BOS,Surveying,VBG,1
JJS,planner,NN,1
VBZ,Barbara,NNP,1
VBZ,financial-planning,JJ,1
DT,consumer-advocacy,JJ,1
IN,conscientious,JJ,1
CC,qualified,JJ,1
NNS,plying,VBG,1
VBZ,impelled,VBN,1
VB,tips,NNS,1
:,check,VB,1
",",consult,VB,1
NNP,Bureaus,NNP,2
VBG,ripped,VBN,1
VBN,bad,JJ,1
WDT,eliminated,VBD,1
NNS,peddled,VBN,1
VBD,cause,VB,1
DT,unplanned,JJ,1
-LRB-,IAFP,NNP,1
PRP,influence,VBP,1
PRP,conducted,VBN,1
VBD,controlled,VBN,1
CC,guided,VBN,1
NN,extremely,RB,1
MD,register,VB,1
CD,staffers,NNS,1
VB,tabs,NNS,1
VBZ,tripled,VBN,1
NNP,McGrath,NNP,1
IN,oversight,NN,1
DT,industry-funded,JJ,1
",",self-regulatory,JJ,1
IN,competence,NN,1
",",ethics,NNS,1
IN,united,VBN,1
VBG,Dracula,NNP,1
",",favors,VBZ,1
RB,assessing,VBG,1
JJR,staff,NN,1
RB,greeted,VBN,1
RB,assembled,VBD,1
TO,planners,NNS,1
VBD,excluded,VBN,1
",",smarting,VBG,1
VBD,slurs,NNS,1
",",enrolled,VBD,1
",",Beauregard,NNP,1
DT,pooch,NN,1
``,Boris,NNP,1
``,Bo,NNP,1
'',Regaard,NNP,1
TO,every,DT,1
CC,certification,NN,1
",",pass,VB,1
VB,competency,NN,1
CC,reveal,VB,1
VBZ,compensation,NN,1
NNS,commissions,NNS,1
PRP,recommend,VBP,1
JJS,investments,NNS,1
WDT,garner,VBP,1
JJS,commissions,NNS,1
NNP,shutting,VBG,1
RP,First,NNP,1
DT,Albany,NNP,1
NNP,financial-planning,JJ,1
PRP$,notice,NN,1
'',investment,NN,1
RB,shoved,VBD,1
VBD,unwary,JJ,1
",",coins,NNS,1
NNP,condos,NNS,1
",",payments,NNS,1
DT,minimun,NN,1
DT,Book-of-the-Month,NNP,1
",",Roger,NNP,1
",",portrayed,VBD,1
JJ,expert,NN,1
RB,consisted,VBD,1
NN,diploma,NN,1
",",work,NN,1
DT,stint,NN,1
IN,supervisor,NN,1
POS,contentions,NNS,1
VBP,incorrect,JJ,1
POS,qualifications,NNS,1
DT,snooty,JJ,1
DT,filed,VBD,1
VBP,J.,NNP,1
IN,defendant,NN,1
NNP,misused,VBD,1
CD,put,VBD,1
CC,promoted,VBD,1
NNP,commissions,NNS,1
CD,investments,NNS,1
CD,plaintiff,NN,1
",",testified,VBD,1
WDT,essentially,RB,1
BOS,Wearing,VBG,1
CC,western-style,JJ,1
CC,boots,NNS,1
PRP$,briefcase,NN,1
CC,dumped,VBD,2
CD,suits,NNS,1
VBZ,say,VB,1
``,entirely,RB,1
RB,proper,JJ,1
VBN,partners,NNS,1
DT,defamation,NN,1
BOS,Rearding,VBG,1
``,inflammatory,JJ,1
JJ,truths,NNS,1
IN,specifics,NNS,1
``,sign,NN,1
RBR,prone,JJ,1
RB,experienced,VBN,1
CC,alleged,VBN,1
VBN,scams,NNS,1
VBZ,plain,JJ,1
DT,modicum,NN,1
DT,proessional,NN,1
NN,hesitate,VB,1
VB,witha,NN,1
JJ,saw,NN,1
BOS,Certificates,NNS,1
VB,pause,NN,1
CD,Alabama,NNP,1
VBP,losers,NNS,1
BOS,CDs,NNS,1
RBR,implausible,JJ,1
DT,issuing,VBG,1
``,bank,NN,1
NN,watched,VBD,1
JJ,gas-station,JJ,1
NNS,millionaires,NNS,1
RB,litle,JJ,1
NNP,Emshwiller,NNP,1
JJ,Fashion,NNP,1
DT,tanned,VBN,1
CC,elegant,JJ,1
NNP,beach,NN,1
NN,disembark,VBP,1
PRP$,Mercedes-Benzes,NNS,1
CC,BMWs,NNS,1
PRP,root,VBP,1
IN,Neiman-Marcus,NNP,1
PRP,stroll,VBP,1
DT,marble-encased,JJ,1
JJ,corridors,NNS,1
DT,Atrium,NNP,1
PRP,graze,VBP,1
NN,gourmet,NN,1
DT,pianist,NN,1
DT,noon,NN,1
NN,fashion,NN,1
IN,dreamy,JJ,1
JJ,melodies,NNS,1
'',croons,VBZ,1
POS,narrator,NN,1
RB,Victorian,JJ,1
DT,squat,JJ,1
WDT,ring,VBP,1
VBP,Fashion,NNP,1
VBG,fleeced,VBN,1
BOS,Law-enforcement,JJ,1
NNS,mingle,VBP,1
JJ,legitimate,JJ,1
TO,like,VB,1
JJ,parks,NNS,1
VBZ,Kacy,NNP,1
DT,postal,JJ,1
PRP,fraud,NN,1
DT,welter,NN,1
IN,contradictions,NNS,1
",",yachts,NNS,1
``,Cote,NNP,1
IN,Fraud,NNP,1
NN,famous,JJ,1
IN,low-lifes,NNS,1
JJ,lures,NNS,1
NNS,renowned,VBN,1
VBG,bunco,NN,1
``,Maggot,NNP,1
POS,flashy,JJ,1
",",invariably,RB,1
VBP,fast,RB,2
",",glamorous,JJ,1
JJ,concentrations,NNS,1
IN,Green,NNP,1
CC,Buffalo,NNP,1
BOS,Con,NN,1
VBP,snow,NN,1
NNP,fits,VBZ,1
DT,scam,NN,1
POS,specifications,NNS,1
JJR,could,MD,1
DT,con,NN,2
DT,breezes,NNS,1
VBP,soft,JJ,1
NNS,lap,VBP,1
VBP,gently,RB,1
DT,palm,NN,1
NNS,sway,VB,2
VBP,lazily,RB,1
BOS,Nightlife,NN,1
VBZ,plentiful,JJ,1
",",ostentation,NN,1
VBZ,appreciated,VBN,1
$,"547,000",CD,1
CD,vessels,NNS,1
NNS,fill,VBP,1
JJS,pleasure-boat,NN,1
NN,harbor,NN,1
``,Blondes,NNS,1
",",cocaine,NN,1
CC,Corvettes,NNS,1
'',mutters,NNS,1
IN,respectability,NN,1
VBP,Newport,NNP,1
VBZ,swankier,JJR,1
JJS,addresses,NNS,1
DT,multi-agency,JJ,1
NNP,fraud,NN,1
VBP,flourished,VBN,1
JJ,tax-sheltered,JJ,1
JJ,Bible,NNP,1
TO,crooked,JJ,1
TO,bogus,JJ,1
IN,boiler-room,NN,1
DT,slick-talking,JJ,1
JJ,snake-oil,JJ,1
JJ,salesmen,NNS,1
DT,gullible,JJ,1
RB,vanish,VBP,1
NN,bogus,JJ,1
RB,harvest,VBP,1
CD,taken,VBN,1
RP,nationwide,JJ,1
TO,originate,VB,1
JJ,well-heeled,JJ,1
WDT,surround,VBP,1
DT,sliver-like,JJ,1
WDT,hooks,VBZ,1
JJ,big-bucks,JJ,1
JJ,boiler-room,NN,1
VBN,generically,RB,1
'',operations,NNS,1
DT,contrasts,VBZ,1
DT,penny-ante,JJ,1
IN,pen-and-pencil,JJ,1
'',scams,NNS,1
NNP,telemarketers,NNS,1
CC,oil-leasing,NN,1
JJ,widows,NNS,1
TO,affluent,JJ,1
CD,ingenious,JJ,1
",",prospective,JJ,1
VBD,allegedly,RB,1
``,caused,VBN,1
TO,dishonesty,NN,1
",",destruction,NN,1
CC,disappearance,NN,1
RB,falsely,RB,1
RB,reassured,VBN,1
TO,unauthorized,JJ,1
",",boiler,NN,1
RB,visit,VBP,1
NN,derives,VBZ,1
IN,telemarketing,NN,1
NN,scammers,NNS,1
JJ,basement,NN,1
DT,boiler,NN,1
DT,indulgence,NN,1
IN,beautiful,JJ,1
IN,plush,JJ,1
JJ,furnishings,NNS,1
DT,sandwiches,NNS,1
PRP$,noses,NNS,1
TO,indulge,VB,1
IN,Matthew,NNP,1
IN,Lompoc,NNP,1
NNP,Prison,NNP,1
IN,Intech,NNP,1
WDT,promised,VBD,1
NNS,returns,NNS,1
WP,pleaded,VBD,1
VBN,Mercedes,NNS,1
CC,lived,VBD,1
IN,Lido,NNP,1
NNP,Isle,NNP,1
POS,harbor,NN,1
TO,investigators,NNS,1
VBD,frequent,JJ,1
JJ,junkets,NNS,1
TO,exotic,JJ,1
CC,leased,VBD,1
JJ,BMW,NNP,1
PRP$,custom-tailored,JJ,1
VBZ,unnerving,VBG,1
IN,Property,NNP,1
JJ,telemarketers,NNS,1
``,incomplete,JJ,1
'',financial,JJ,1
CC,acknowledges,VBZ,1
IN,illegitimate,JJ,1
RB,detectable,JJ,1
-LRB-,Investigators,NNS,1
VBG,rent,NN,1
NNP,Luehrs,NNP,1
VBZ,boiler,NN,1
``,except,IN,1
NNP,Lancaster,NNP,1
POS,Dallas,NNP,1
BOS,YOU,PRP,1
PRP,WENT,VBD,1
BOS,Stick,VB,1
DT,interest-bearing,JJ,1
PRP$,toddler,NN,1
TO,Prestige,NNP,1
NNP,U.,NNP,1
DT,passbook,NN,1
DT,annals,NN,1
NN,readied,VBD,1
BOS,Tuitions,NNS,1
VBZ,twice,RB,1
$,"19,395",CD,1
POS,newborns,NNS,1
VBP,campus,NN,1
NNP,sheepskin,NN,1
JJ,pizzas-with-everything,NNS,1
IN,exam,NN,1
BOS,Stanford,NNP,1
",",MIT,NNP,1
JJ,utmosts,NNS,1
VBP,deep-discount,JJ,1
JJ,zero-coupon,JJ,1
",",Why,WRB,1
DT,high-octane,JJ,1
NNP,Riepe,NNP,1
NNP,Ruffel,NNP,1
VBN,discounted,VBN,1
VBN,deeply,RB,1
PRP$,kid,NN,1
BOS,Help,NN,1
VB,cool,VB,1
RB,State,NNP,1
NNP,U,NNP,1
POS,craving,NN,1
DT,top-rated,JJ,1
PRP$,taste,NN,1
JJ,wheels,NNS,1
CC,vintage,NN,1
BOS,Belatedly,RB,1
JJ,middlemen,NNS,1
VBG,overtime,RB,1
",",explicit,JJ,1
CC,implicit,JJ,1
JJ,wo,MD,1
VB,anymore,RB,1
BOS,Forget,VB,1
VBZ,instructive,JJ,1
",",Franklin,NNP,1
DT,Edward,NNP,1
VBP,advertising,NN,2
``,college,NN,1
'',tables,NNS,1
CC,charts,NNS,1
WDT,tell,VBP,1
RB,regularly,RB,1
RB,obtainable,JJ,1
DT,mailers,NNS,1
CC,Denver-based,JJ,1
NN,customized,VBN,1
VBP,shocking,JJ,1
DT,nest,NN,1
NN,egg,NN,1
JJ,first-grader,NN,1
VBZ,college,NN,1
RBR,reduce,VB,1
VBG,earlier,RBR,1
WRB,mother,NN,1
CC,child,NN,1
BOS,Plugging,VBG,1
JJR,college,NN,1
DT,formulas,NNS,1
DT,installment,JJ,1
JJ,private-school,JJ,1
POS,planner,NN,1
NN,prescribes,VBZ,1
NN,before-tax,JJ,1
$,"16,500",CD,1
RB,peddling,VBG,1
VBZ,issue,NN,1
RP,students,NNS,1
NN,prods,VBZ,1
VBG,somebody,NN,1
MD,aim,VB,1
WDT,regular,JJ,1
NN,sum,NN,1
VBP,might,MD,1
CC,outlays,NNS,1
VB,tuition,NN,1
VBZ,mutual,JJ,1
DT,all-stock,JJ,1
DT,balanced,VBN,1
VBN,fund,NN,1
IN,mixes,VBZ,1
NN,benefactors,NNS,1
VBP,flocking,VBG,1
VBP,laid,VBN,1
JJ,baccalaureate,NN,1
NN,zero-coupon,JJ,1
IN,prepaid-tuition,JJ,1
JJ,tuitions,NNS,1
DT,tuition,NN,1
DT,baccalaureate,NN,1
:,tax-free,JJ,1
RB,containing,VBG,1
:,seem,VB,2
VB,tailor-made,JJ,1
NN,savers,NNS,1
JJ,zeros,NNS,1
MD,time,VB,1
WRB,Junior,NNP,1
NNP,graduates,VBZ,1
PRP$,compounding,NN,1
RB,alluring,JJ,1
VBD,bonds,NNS,1
DT,Forum,NNP,1
NNP,Alternatives,NNP,1
VBZ,zeros,NNS,1
RB,ill-suited,JJ,1
VBD,zeros,NNS,1
CD,enrollment,NN,1
VB,fared,VBN,1
VBZ,secure,JJ,1
BOS,Issuing,NN,1
TO,in-state,JJ,1
VBN,schools,NNS,1
RB,transferable,JJ,1
NN,colleges,NNS,1
TO,sponsor,VB,1
BOS,Prepayments,NNS,1
IN,mutual-fund,JJ,1
VBP,pooled,VBN,1
BOS,Sponsors,NNS,1
RB,betting,VBG,1
VBN,encouraged,VBN,1
VBP,taxable,JJ,1
",",indexed,VBN,1
CC,taxes,NNS,1
CC,sponsors,NNS,1
VBP,leaning,VBG,1
RBR,toward,IN,1
VBP,trailed,VBN,1
VBN,tuition,NN,1
DT,tuitions,NNS,1
PRP$,guarantees,NNS,1
RB,Michigan,NNP,1
NNP,Putka,NNP,1
VBZ,education,NN,1
POS,eduction,NN,1
",",Notre,NNP,1
NNP,Dame,NNP,1
CC,University,NNP,1
",",fees,NNS,1
VB,books,NNS,1
NN,etc,NN,1
:,PaineWebber,NNP,1
BOS,AMONG,IN,1
DT,CATFISH,NNS,1
DT,watery,JJ,1
JJ,delta,JJ,1
IN,Humphreys,NNP,1
",",Allen,NNP,1
IN,Isola,NNP,1
RBS,enterprising,JJ,1
VBD,quarter-inch,JJ,1
JJ,fingerlings,NNS,1
POS,ponds,NNS,1
RB,one-pound-or-so,JJ,1
JJ,food-fish,NNS,1
``,live-hauled,VBD,1
JJ,whiskery,JJ,1
